x,y
0.0,0.09428703274649862
0.02101399768287487,-0.21682787079387694
0.04202799536574974,0.32998247004803666
0.06304199304862461,0.0036910376779959175
0.08405599073149948,-0.0544094870632954
0.10506998841437436,0.29133411420559346
0.12608398609724922,0.310718736500297
0.1470979837801241,0.03710184794855739
0.16811198146299897,0.19385680449502704
0.18912597914587384,-0.23080372945059743
0.21013997682874871,0.4754598194444005
0.2311539745116236,0.47226348579069954
0.25216797219449844,0.4936609017425528
0.2731819698773733,-0.07143553645414097
0.2941959675602482,0.2965134877139408
0.31520996524312306,0.39495610271631554
0.33622396292599793,0.5075112614675588
0.3572379606088728,0.5168053860493421
0.3782519582917477,0.7564556008394825
0.39926595597462256,0.216741161143698
0.42027995365749743,0.520141808615399
0.4412939513403723,0.46466381308230564
0.4623079490232472,0.6703516636116772
0.48332194670612205,0.7787710470956681
0.5043359443889969,0.9687162726597178
0.5253499420718718,0.6487924421695102
0.5463639397547466,0.9158718710835747
0.5673779374376215,0.4559752998461058
0.5883919351204964,0.821859705782694
0.6094059328033713,1.1098222426034332
0.6304199304862461,0.8584153034108905
0.651433928169121,1.0457914750281228
0.6724479258519959,1.2284594600580687
0.6934619235348707,1.2690396077874566
0.7144759212177456,1.2737166912460058
0.7354899189006204,1.1178291771613955
0.7565039165834954,1.2085523305960715
0.7775179142663702,1.160430948324203
0.7985319119492451,1.4346476634879184
0.8195459096321199,1.7856896638059545
0.8405599073149949,1.363698304252134
0.8615739049978697,1.2758144742466853
0.8825879026807446,1.436564698288517
0.9036019003636194,1.054058214396473
0.9246158980464944,1.5577062715745673
0.9456298957293692,1.3670737307877898
0.9666438934122441,1.5566477333034936
0.9876578910951189,1.6241865931574329
1.0086718887779937,1.8070252562351916
1.0296858864608687,1.7331681488676631
1.0506998841437436,1.891108813605713
1.0717138818266183,1.4650168717924723
1.0927278795094932,1.5033905033420423
1.1137418771923682,1.7913946882131335
1.134755874875243,1.7277602211222844
1.1557698725581178,1.8322012987848455
1.1767838702409927,1.9533801227508665
1.1977978679238677,1.894507174191391
1.2188118656067426,2.0312237287401396
1.2398258632896173,2.2409586168192526
1.2608398609724922,1.74787016968533
1.2818538586553672,1.9365386844626173
1.302867856338242,2.016956985811513
1.3238818540211168,1.915157228352737
1.3448958517039917,2.1617305993411757
1.3659098493868667,1.4695044990462909
1.3869238470697414,2.346755263624674
1.4079378447526163,1.6994786100038657
1.4289518424354912,1.9540142243834207
1.4499658401183662,2.0324245533593643
1.4709798378012409,1.7104125016036007
1.4919938354841158,1.932092715157879
1.5130078331669907,1.9488771044291837
1.5340218308498657,1.8772836619419955
1.5550358285327404,1.5481368188707556
1.5760498262156153,2.092098081216662
1.5970638238984902,1.689508668821579
1.6180778215813651,1.363753243257729
1.6390918192642399,1.6675992701153861
1.6601058169471148,1.4929715328232587
1.6811198146299897,1.518989678972056
1.7021338123128644,0.6518879009250004
1.7231478099957394,1.5650234771609497
1.7441618076786143,1.2655960185446726
1.7651758053614892,1.200656774373136
1.786189803044364,1.0132139672164098
1.8072038007272389,1.1834080615728857
1.8282177984101138,1.1572844700428722
1.8492317960929887,0.9449712689069361
1.8702457937758634,1.1003388751867371
1.8912597914587383,0.770199436323397
1.9122737891416133,0.6082151664471259
1.9332877868244882,0.41885326004336676
1.954301784507363,0.4464939140061885
1.9753157821902378,0.6691358626736834
1.9963297798731128,0.43573967652613405
2.0173437775559875,0.3339828126398665
2.0383577752388624,0.4644473825618527
2.0593717729217373,0.1064277237776948
2.0803857706046123,0.1853789263188848
2.101399768287487,0.3201020224385418
2.122413765970362,0.35629474266753264
2.1434277636532366,0.33225605736934366
2.1644417613361115,0.28491959796611266
2.1854557590189865,0.32910631521731204
2.2064697567018614,0.5176262662892887
2.2274837543847363,0.109839296007394
2.2484977520676113,0.20211465878039475
2.269511749750486,0.5788131607716548
2.290525747433361,0.1242850987814677
2.3115397451162356,0.6104516455738529
2.3325537427991105,0.156020816657225
2.3535677404819855,0.4783926051674913
2.3745817381648604,0.7958505276164087
2.3955957358477353,0.6892085463329622
2.4166097335306103,0.7833572716310165
2.437623731213485,1.0507576396020168
2.4586377288963597,0.6499207994695929
2.4796517265792346,1.1252241650348074
2.5006657242621095,1.2991169459684497
2.5216797219449845,1.275830668753998
2.5426937196278594,1.307195313270599
2.5637077173107343,1.3980001489560312
2.5847217149936093,1.7230235994943333
2.605735712676484,1.3924326262625255
2.6267497103593587,1.903817084872605
2.6477637080422336,1.8147486062636935
2.6687777057251085,1.928601211864948
2.6897917034079835,2.196074272466092
2.7108057010908584,2.251763766706309
2.7318196987737333,2.211637113563625
2.7528336964566082,2.2296439602321607
2.7738476941394827,2.385493920800681
2.7948616918223577,2.6104054328620516
2.8158756895052326,2.3551468077571522
2.8368896871881075,2.01614367546487
2.8579036848709825,1.758547230062079
2.8789176825538574,2.5145466583995195
2.8999316802367323,1.7205136112646957
2.9209456779196072,2.2355028033020905
2.9419596756024817,2.0663062219935857
2.9629736732853567,1.7328187304433138
2.9839876709682316,1.8410605026462201
3.0050016686511065,1.41349631197623
3.0260156663339814,1.6948342491959802
3.0470296640168564,1.225211982275375
3.0680436616997313,1.3375325966658254
3.089057659382606,1.2602107474366946
3.1100716570654807,0.9059763417450576
3.1310856547483557,1.27358315157639
3.1520996524312306,0.7751719459170574
3.1731136501141055,0.7184056838930605
3.1941276477969804,0.35720962825103025
3.2151416454798554,0.3454266842065717
3.2361556431627303,0.5467853336586905
3.257169640845605,0.04810795996137804
3.2781836385284797,-0.2649760702592041
3.2991976362113546,0.06169584132449482
3.3202116338942296,-0.06149482697996339
3.3412256315771045,0.18942219160248575
3.3622396292599794,0.25605182400139126
3.3832536269428544,0.04512111749786685
3.404267624625729,0.19341064591789695
3.425281622308604,0.15502940992435946
3.4462956199914787,0.2628837343218484
3.4673096176743536,0.5903816234688343
3.4883236153572286,0.7928516146939639
3.5093376130401035,0.8352510045541296
3.5303516107229784,1.1253646232783057
3.5513656084058534,1.272364619510003
3.572379606088728,1.199760718896991
3.5933936037716028,1.2400157196887907
3.6144076014544777,1.291281705897311
3.6354215991373526,1.349471635900479
3.6564355968202276,1.7300156091830594
3.6774495945031025,1.7457385690681717
3.6984635921859774,2.284177744394171
3.719477589868852,1.9315785622203046
3.740491587551727,1.6497267465629497
3.7615055852346018,2.2162488056706726
3.7825195829174767,1.4769937904058161
3.8035335806003516,1.586792806741044
3.8245475782832266,1.854161812692901
3.8455615759661015,1.6803133942079087
3.8665755736489764,1.8181215829541293
3.887589571331851,1.135191939572346
3.908603569014726,1.03164339714643
3.9296175666976008,0.9858069759360137
3.9506315643804757,0.8465371945050578
3.9716455620633506,0.46573563542895974
3.9926595597462256,0.6150177958199532
4.0136735574291,0.28227854040030514
4.034687555111975,-0.05593170482163062
4.05570155279485,-0.08820050185328651
4.076715550477725,0.18315078126159096
4.0977295481606,-0.23042439222793287
4.118743545843475,-0.2571793298707865
4.13975754352635,-0.0999819260172232
4.1607715412092245,-0.24340398263360863
4.1817855388920995,-0.50431617492975
4.202799536574974,-0.3207044398109188
4.223813534257849,-0.3145809051772469
4.244827531940724,-0.0660875532158049
4.265841529623599,-0.09482847989385279
4.286855527306473,0.36790855403938516
